Zeit,Temperatur,Feuchtigkeit,Diversitaets-Index,Feldtyp,Feld,Jahrestag,Tag,Woche,Monat
2024-05-12 10:00:00,23.42,63.55,21,Kartoffeln,4,133,12,19,5
2024-05-12 10:00:00,23.31,62.84,60,Karotten,5,133,12,19,5
2024-05-12 11:00:00,27.31,71.55,52,Karotten,1,133,12,19,5
2024-05-12 11:00:00,21.34,67.32,78,Pastinaken,2,133,12,19,5
2024-05-12 11:00:00,24.26,67.9,68,Nutzhanf,3,133,12,19,5
2024-05-12 11:00:00,24.34,64.17,58,Kartoffeln,4,133,12,19,5
2024-05-12 11:00:00,24.05,64.7,53,Karotten,5,133,12,19,5
2024-05-12 12:00:00,24.89,67.79,33,Karotten,1,133,12,19,5
2024-05-12 12:00:00,23.43,61.85,33,Pastinaken,2,133,12,19,5
2024-05-12 12:00:00,25.66,69.67,81,Nutzhanf,3,133,12,19,5
2024-05-12 12:00:00,23.12,75.71,41,Kartoffeln,4,133,12,19,5
2024-05-12 12:00:00,25.62,61.95,37,Karotten,5,133,12,19,5
2024-05-12 13:00:00,25.91,63.26,33,Karotten,1,133,12,19,5
2024-05-12 13:00:00,22.49,74.91,16,Pastinaken,2,133,12,19,5
2024-05-12 13:00:00,22.01,70.4,59,Nutzhanf,3,133,12,19,5
2024-05-12 13:00:00,24.11,74.08,55,Kartoffeln,4,133,12,19,5
2024-05-12 13:00:00,25.23,70.72,42,Karotten,5,133,12,19,5
2024-05-12 14:00:00,20.79,71.1,54,Karotten,1,133,12,19,5
2024-05-12 14:00:00,21.9,74.88,69,Pastinaken,2,133,12,19,5
2024-05-12 14:00:00,21.16,77.18,50,Nutzhanf,3,133,12,19,5
2024-05-12 14:00:00,24.31,74.96,61,Kartoffeln,4,133,12,19,5
2024-05-12 14:00:00,25.57,66.66,43,Karotten,5,133,12,19,5
2024-05-12 15:00:00,25.67,66.96,28,Karotten,1,133,12,19,5
2024-05-12 15:00:00,21.82,68.75,21,Pastinaken,2,133,12,19,5
2024-05-12 15:00:00,24.83,68.11,50,Nutzhanf,3,133,12,19,5
2024-05-12 15:00:00,21.65,71.49,80,Kartoffeln,4,133,12,19,5
2024-05-12 15:00:00,23.06,70.58,10,Karotten,5,133,12,19,5
2024-05-12 16:00:00,20.08,74.6,10,Karotten,1,133,12,19,5
2024-05-12 16:00:00,28.92,70.39,44,Pastinaken,2,133,12,19,5
2024-05-12 16:00:00,25.32,71.94,100,Nutzhanf,3,133,12,19,5
2024-05-12 16:00:00,26.12,70.43,10,Kartoffeln,4,133,12,19,5
2024-05-12 16:00:00,24.81,72.18,43,Karotten,5,133,12,19,5
2024-05-12 17:00:00,22.91,64.09,18,Karotten,1,133,12,19,5
2024-05-12 17:00:00,25.31,78.93,48,Pastinaken,2,133,12,19,5
2024-05-12 17:00:00,27.78,67.65,60,Nutzhanf,3,133,12,19,5
2024-05-12 17:00:00,21.55,64.24,48,Kartoffeln,4,133,12,19,5
2024-05-12 17:00:00,25.11,75.47,51,Karotten,5,133,12,19,5
2024-05-12 18:00:00,20.92,67.0,51,Karotten,1,133,12,19,5
2024-05-12 18:00:00,27.77,67.56,22,Pastinaken,2,133,12,19,5
2024-05-12 18:00:00,22.98,75.66,68,Nutzhanf,3,133,12,19,5
2024-05-12 18:00:00,22.49,75.53,38,Kartoffeln,4,133,12,19,5
2024-05-12 18:00:00,24.1,65.14,55,Karotten,5,133,12,19,5
2024-05-12 19:00:00,27.89,67.41,47,Karotten,1,133,12,19,5
2024-05-12 19:00:00,25.6,66.04,10,Pastinaken,2,133,12,19,5
2024-05-12 19:00:00,21.93,64.13,65,Nutzhanf,3,133,12,19,5
2024-05-12 19:00:00,23.45,73.53,54,Kartoffeln,4,133,12,19,5
2024-05-12 19:00:00,25.66,61.74,31,Karotten,5,133,12,19,5
2024-05-12 20:00:00,21.1,60.94,41,Karotten,1,133,12,19,5
2024-05-12 20:00:00,23.31,68.08,67,Pastinaken,2,133,12,19,5
2024-05-12 20:00:00,27.39,74.12,50,Nutzhanf,3,133,12,19,5
2024-05-12 20:00:00,26.15,64.2,33,Kartoffeln,4,133,12,19,5
2024-05-12 20:00:00,23.14,73.71,10,Karotten,5,133,12,19,5
2024-05-12 21:00:00,24.32,62.8,20,Karotten,1,133,12,19,5
2024-05-12 21:00:00,19.88,70.46,45,Pastinaken,2,133,12,19,5
2024-05-12 21:00:00,25.03,68.84,59,Nutzhanf,3,133,12,19,5
2024-05-12 21:00:00,29.01,69.83,10,Kartoffeln,4,133,12,19,5
2024-05-12 21:00:00,20.51,67.07,36,Karotten,5,133,12,19,5
2024-05-12 22:00:00,21.02,76.73,49,Karotten,1,133,12,19,5
2024-05-12 22:00:00,23.9,67.56,80,Pastinaken,2,133,12,19,5
2024-05-12 22:00:00,25.3,70.1,50,Nutzhanf,3,133,12,19,5
2024-05-12 22:00:00,23.26,65.73,54,Kartoffeln,4,133,12,19,5
2024-05-12 22:00:00,22.13,65.42,23,Karotten,5,133,12,19,5
2024-05-12 23:00:00,23.72,64.42,18,Karotten,1,133,12,19,5
2024-05-12 23:00:00,24.25,65.94,41,Pastinaken,2,133,12,19,5
2024-05-12 23:00:00,22.12,73.32,77,Nutzhanf,3,133,12,19,5
2024-05-12 23:00:00,23.75,67.11,36,Kartoffeln,4,133,12,19,5
2024-05-12 23:00:00,22.08,73.35,15,Karotten,5,133,12,19,5
2024-05-13 00:00:00,26.33,66.95,24,Karotten,1,134,13,20,5
2024-05-13 00:00:00,28.33,60.11,49,Pastinaken,2,134,13,20,5
2024-05-13 00:00:00,28.93,72.58,80,Nutzhanf,3,134,13,20,5
2024-05-13 00:00:00,21.53,56.57,49,Kartoffeln,4,134,13,20,5
2024-05-13 00:00:00,24.21,63.43,26,Karotten,5,134,13,20,5
2024-05-13 01:00:00,24.54,71.02,39,Karotten,1,134,13,20,5
2024-05-13 01:00:00,24.4,68.64,27,Pastinaken,2,134,13,20,5
2024-05-13 01:00:00,26.91,68.23,79,Nutzhanf,3,134,13,20,5
2024-05-13 01:00:00,23.87,71.12,16,Kartoffeln,4,134,13,20,5
2024-05-13 01:00:00,25.63,64.52,63,Karotten,5,134,13,20,5
2024-05-13 02:00:00,23.43,69.66,13,Karotten,1,134,13,20,5
2024-05-13 02:00:00,25.41,63.54,25,Pastinaken,2,134,13,20,5
2024-05-13 02:00:00,23.93,67.87,60,Nutzhanf,3,134,13,20,5
2024-05-13 02:00:00,26.52,65.79,56,Kartoffeln,4,134,13,20,5
2024-05-13 02:00:00,24.14,71.01,42,Karotten,5,134,13,20,5
2024-05-13 03:00:00,24.44,71.83,47,Karotten,1,134,13,20,5
2024-05-13 03:00:00,27.19,69.6,52,Pastinaken,2,134,13,20,5
2024-05-13 03:00:00,26.51,72.77,50,Nutzhanf,3,134,13,20,5
2024-05-13 03:00:00,22.52,67.97,10,Kartoffeln,4,134,13,20,5
2024-05-13 03:00:00,24.93,60.99,75,Karotten,5,134,13,20,5
2024-05-13 04:00:00,21.27,72.77,61,Karotten,1,134,13,20,5
2024-05-13 04:00:00,27.57,75.73,32,Pastinaken,2,134,13,20,5
2024-05-13 04:00:00,22.72,74.75,73,Nutzhanf,3,134,13,20,5
2024-05-13 04:00:00,25.51,68.54,36,Kartoffeln,4,134,13,20,5
2024-05-13 04:00:00,25.78,66.77,24,Karotten,5,134,13,20,5
2024-05-13 05:00:00,21.12,70.25,51,Karotten,1,134,13,20,5
2024-05-13 05:00:00,23.25,66.73,52,Pastinaken,2,134,13,20,5
2024-05-13 05:00:00,26.16,72.16,71,Nutzhanf,3,134,13,20,5
2024-05-13 05:00:00,25.6,71.44,55,Kartoffeln,4,134,13,20,5
2024-05-13 05:00:00,23.02,63.31,34,Karotten,5,134,13,20,5
2024-05-13 06:00:00,23.33,80.06,61,Karotten,1,134,13,20,5
2024-05-13 06:00:00,22.12,71.14,20,Pastinaken,2,134,13,20,5
2024-05-13 06:00:00,22.85,69.81,66,Nutzhanf,3,134,13,20,5
2024-05-13 06:00:00,23.14,63.47,51,Kartoffeln,4,134,13,20,5
2024-05-13 06:00:00,24.79,61.14,42,Karotten,5,134,13,20,5
2024-05-13 07:00:00,24.98,54.59,34,Karotten,1,134,13,20,5
2024-05-13 07:00:00,24.85,67.67,34,Pastinaken,2,134,13,20,5
2024-05-13 07:00:00,25.24,54.64,59,Nutzhanf,3,134,13,20,5
2024-05-13 07:00:00,23.23,61.47,73,Kartoffeln,4,134,13,20,5
2024-05-13 07:00:00,23.51,71.95,46,Karotten,5,134,13,20,5
2024-05-13 08:00:00,25.62,65.19,41,Karotten,1,134,13,20,5
2024-05-13 08:00:00,23.44,68.45,58,Pastinaken,2,134,13,20,5
2024-05-13 08:00:00,24.93,71.42,50,Nutzhanf,3,134,13,20,5
2024-05-13 08:00:00,26.35,65.53,37,Kartoffeln,4,134,13,20,5
2024-05-13 08:00:00,29.69,70.97,45,Karotten,5,134,13,20,5
2024-05-13 09:00:00,24.84,75.81,32,Karotten,1,134,13,20,5
2024-05-13 09:00:00,22.95,66.06,32,Pastinaken,2,134,13,20,5
2024-05-13 09:00:00,22.85,57.2,71,Nutzhanf,3,134,13,20,5
2024-05-13 09:00:00,26.15,68.42,30,Kartoffeln,4,134,13,20,5
2024-05-13 09:00:00,25.18,82.49,61,Karotten,5,134,13,20,5
2024-05-13 10:00:00,25.59,74.21,53,Karotten,1,134,13,20,5
2024-05-13 10:00:00,19.9,68.52,45,Pastinaken,2,134,13,20,5
2024-05-13 10:00:00,23.02,69.22,82,Nutzhanf,3,134,13,20,5
2024-05-13 10:00:00,24.62,67.11,79,Kartoffeln,4,134,13,20,5
2024-05-13 10:00:00,21.63,60.71,63,Karotten,5,134,13,20,5
2024-05-13 11:00:00,25.86,64.68,39,Karotten,1,134,13,20,5
2024-05-13 11:00:00,25.29,74.67,42,Pastinaken,2,134,13,20,5
2024-05-13 11:00:00,20.19,69.74,65,Nutzhanf,3,134,13,20,5
2024-05-13 11:00:00,25.0,65.11,80,Kartoffeln,4,134,13,20,5
2024-05-13 11:00:00,19.89,69.02,33,Karotten,5,134,13,20,5
2024-05-13 12:00:00,22.35,65.86,53,Karotten,1,134,13,20,5
2024-05-13 12:00:00,25.48,63.12,47,Pastinaken,2,134,13,20,5
2024-05-13 12:00:00,25.57,71.31,52,Nutzhanf,3,134,13,20,5
2024-05-13 12:00:00,18.86,65.1,45,Kartoffeln,4,134,13,20,5
2024-05-13 12:00:00,23.49,68.6,37,Karotten,5,134,13,20,5
2024-05-13 13:00:00,26.39,62.85,80,Karotten,1,134,13,20,5
2024-05-13 13:00:00,28.77,74.31,17,Pastinaken,2,134,13,20,5
2024-05-13 13:00:00,24.79,74.67,74,Nutzhanf,3,134,13,20,5
2024-05-13 13:00:00,28.06,69.62,57,Kartoffeln,4,134,13,20,5
2024-05-13 13:00:00,25.41,65.04,49,Karotten,5,134,13,20,5
2024-05-13 14:00:00,22.67,69.46,33,Karotten,1,134,13,20,5
2024-05-13 14:00:00,21.93,67.21,48,Pastinaken,2,134,13,20,5
2024-05-13 14:00:00,23.23,76.05,66,Nutzhanf,3,134,13,20,5
2024-05-13 14:00:00,27.93,70.19,37,Kartoffeln,4,134,13,20,5
2024-05-13 14:00:00,23.31,73.21,10,Karotten,5,134,13,20,5
2024-05-13 15:00:00,25.33,69.97,38,Karotten,1,134,13,20,5
2024-05-13 15:00:00,23.92,71.68,78,Pastinaken,2,134,13,20,5
2024-05-13 15:00:00,25.62,65.47,63,Nutzhanf,3,134,13,20,5
2024-05-13 15:00:00,21.96,72.71,32,Kartoffeln,4,134,13,20,5
2024-05-13 15:00:00,26.91,71.03,25,Karotten,5,134,13,20,5
2024-05-13 16:00:00,22.59,67.51,16,Karotten,1,134,13,20,5
2024-05-13 16:00:00,24.16,65.64,31,Pastinaken,2,134,13,20,5
2024-05-13 16:00:00,27.2,63.77,50,Nutzhanf,3,134,13,20,5
2024-05-13 16:00:00,24.73,76.24,75,Kartoffeln,4,134,13,20,5
2024-05-13 16:00:00,24.28,64.56,40,Karotten,5,134,13,20,5
2024-05-13 17:00:00,22.41,66.48,34,Karotten,1,134,13,20,5
2024-05-13 17:00:00,24.53,72.63,30,Pastinaken,2,134,13,20,5
2024-05-13 17:00:00,24.62,77.6,72,Nutzhanf,3,134,13,20,5
2024-05-13 17:00:00,24.9,66.52,59,Kartoffeln,4,134,13,20,5
2024-05-13 17:00:00,22.84,59.92,29,Karotten,5,134,13,20,5
2024-05-13 18:00:00,24.06,64.33,39,Karotten,1,134,13,20,5
2024-05-13 18:00:00,22.61,64.4,28,Pastinaken,2,134,13,20,5
2024-05-13 18:00:00,20.02,59.97,52,Nutzhanf,3,134,13,20,5
2024-05-13 18:00:00,24.57,60.51,40,Kartoffeln,4,134,13,20,5
2024-05-13 18:00:00,26.26,70.7,64,Karotten,5,134,13,20,5
2024-05-13 19:00:00,23.34,66.81,21,Karotten,1,134,13,20,5
2024-05-13 19:00:00,24.07,72.36,22,Pastinaken,2,134,13,20,5
2024-05-13 19:00:00,26.22,68.23,75,Nutzhanf,3,134,13,20,5
2024-05-13 19:00:00,22.49,68.96,32,Kartoffeln,4,134,13,20,5
2024-05-13 19:00:00,22.24,75.59,22,Karotten,5,134,13,20,5
2024-05-13 20:00:00,25.38,64.48,47,Karotten,1,134,13,20,5
2024-05-13 20:00:00,26.67,59.45,26,Pastinaken,2,134,13,20,5
2024-05-13 20:00:00,25.68,64.87,88,Nutzhanf,3,134,13,20,5
2024-05-13 20:00:00,22.21,68.95,22,Kartoffeln,4,134,13,20,5
2024-05-13 20:00:00,19.36,64.71,24,Karotten,5,134,13,20,5
2024-05-13 21:00:00,23.79,61.26,43,Karotten,1,134,13,20,5
2024-05-13 21:00:00,22.88,67.21,72,Pastinaken,2,134,13,20,5
2024-05-13 21:00:00,25.61,74.65,94,Nutzhanf,3,134,13,20,5
2024-05-13 21:00:00,26.43,72.56,21,Kartoffeln,4,134,13,20,5
2024-05-13 21:00:00,25.6,69.45,21,Karotten,5,134,13,20,5
2024-05-13 22:00:00,23.28,67.14,48,Karotten,1,134,13,20,5
2024-05-13 22:00:00,24.18,70.96,35,Pastinaken,2,134,13,20,5
2024-05-13 22:00:00,23.49,67.25,73,Nutzhanf,3,134,13,20,5
2024-05-13 22:00:00,21.24,62.32,45,Kartoffeln,4,134,13,20,5
2024-05-13 22:00:00,28.25,74.53,80,Karotten,5,134,13,20,5
2024-05-13 23:00:00,22.97,63.56,23,Karotten,1,134,13,20,5
2024-05-13 23:00:00,28.56,69.07,34,Pastinaken,2,134,13,20,5
2024-05-13 23:00:00,23.46,80.29,61,Nutzhanf,3,134,13,20,5
2024-05-13 23:00:00,22.31,70.08,47,Kartoffeln,4,134,13,20,5
2024-05-13 23:00:00,24.1,73.0,53,Karotten,5,134,13,20,5
2024-05-14 00:00:00,22.92,69.44,37,Karotten,1,135,14,20,5
2024-05-14 00:00:00,26.25,74.37,53,Pastinaken,2,135,14,20,5
2024-05-14 00:00:00,20.07,72.52,65,Nutzhanf,3,135,14,20,5
2024-05-14 00:00:00,25.69,66.54,18,Kartoffeln,4,135,14,20,5
2024-05-14 00:00:00,26.13,65.89,45,Karotten,5,135,14,20,5
2024-05-14 01:00:00,27.57,59.39,48,Karotten,1,135,14,20,5
2024-05-14 01:00:00,21.31,68.55,63,Pastinaken,2,135,14,20,5
2024-05-14 01:00:00,25.06,69.95,60,Nutzhanf,3,135,14,20,5
2024-05-14 01:00:00,22.08,64.32,34,Kartoffeln,4,135,14,20,5
2024-05-14 01:00:00,26.72,59.23,11,Karotten,5,135,14,20,5
2024-05-14 02:00:00,22.69,74.36,60,Karotten,1,135,14,20,5
2024-05-14 02:00:00,20.12,72.41,56,Pastinaken,2,135,14,20,5
2024-05-14 02:00:00,25.78,75.95,50,Nutzhanf,3,135,14,20,5
2024-05-14 02:00:00,23.86,65.63,50,Kartoffeln,4,135,14,20,5
2024-05-14 02:00:00,24.73,73.18,23,Karotten,5,135,14,20,5
2024-05-14 03:00:00,24.23,70.96,46,Karotten,1,135,14,20,5
2024-05-14 03:00:00,25.39,70.36,57,Pastinaken,2,135,14,20,5
2024-05-14 03:00:00,23.06,67.73,50,Nutzhanf,3,135,14,20,5
2024-05-14 03:00:00,23.53,73.96,70,Kartoffeln,4,135,14,20,5
2024-05-14 03:00:00,22.38,73.79,63,Karotten,5,135,14,20,5
2024-05-14 04:00:00,26.6,75.41,58,Karotten,1,135,14,20,5
2024-05-14 04:00:00,18.86,73.94,40,Pastinaken,2,135,14,20,5
2024-05-14 04:00:00,24.24,67.66,73,Nutzhanf,3,135,14,20,5
2024-05-14 04:00:00,21.3,69.67,41,Kartoffeln,4,135,14,20,5
2024-05-14 04:00:00,23.53,69.8,21,Karotten,5,135,14,20,5
2024-05-14 05:00:00,25.04,62.27,49,Karotten,1,135,14,20,5
2024-05-14 05:00:00,21.99,69.43,46,Pastinaken,2,135,14,20,5
2024-05-14 05:00:00,23.43,75.44,65,Nutzhanf,3,135,14,20,5
2024-05-14 05:00:00,23.51,61.27,64,Kartoffeln,4,135,14,20,5
2024-05-14 05:00:00,24.22,68.52,56,Karotten,5,135,14,20,5
2024-05-14 06:00:00,22.36,63.72,39,Karotten,1,135,14,20,5
2024-05-14 06:00:00,22.87,73.44,38,Pastinaken,2,135,14,20,5
2024-05-14 06:00:00,27.12,67.58,50,Nutzhanf,3,135,14,20,5
2024-05-14 06:00:00,24.3,64.93,28,Kartoffeln,4,135,14,20,5
2024-05-14 06:00:00,24.33,74.77,36,Karotten,5,135,14,20,5
2024-05-14 07:00:00,20.6,78.29,67,Karotten,1,135,14,20,5
2024-05-14 07:00:00,23.32,68.26,51,Pastinaken,2,135,14,20,5
2024-05-14 07:00:00,25.64,64.61,71,Nutzhanf,3,135,14,20,5
2024-05-14 07:00:00,25.32,63.53,16,Kartoffeln,4,135,14,20,5
2024-05-14 07:00:00,24.61,70.27,38,Karotten,5,135,14,20,5
2024-05-14 08:00:00,25.21,70.52,53,Karotten,1,135,14,20,5
2024-05-14 08:00:00,23.53,77.53,41,Pastinaken,2,135,14,20,5
2024-05-14 08:00:00,22.11,75.48,79,Nutzhanf,3,135,14,20,5
2024-05-14 08:00:00,24.14,66.66,41,Kartoffeln,4,135,14,20,5
2024-05-14 08:00:00,21.67,69.41,28,Karotten,5,135,14,20,5
2024-05-14 09:00:00,22.14,65.05,48,Karotten,1,135,14,20,5
2024-05-14 09:00:00,22.81,68.53,64,Pastinaken,2,135,14,20,5
2024-05-14 09:00:00,26.06,66.65,84,Nutzhanf,3,135,14,20,5
2024-05-14 09:00:00,25.42,67.3,45,Kartoffeln,4,135,14,20,5
2024-05-14 09:00:00,26.28,65.15,37,Karotten,5,135,14,20,5
2024-05-14 10:00:00,25.21,67.82,32,Karotten,1,135,14,20,5
2024-05-14 10:00:00,24.81,57.06,35,Pastinaken,2,135,14,20,5
2024-05-14 10:00:00,25.13,70.81,53,Nutzhanf,3,135,14,20,5
2024-05-14 10:00:00,21.99,81.15,14,Kartoffeln,4,135,14,20,5
2024-05-14 10:00:00,20.37,64.38,30,Karotten,5,135,14,20,5
2024-05-14 11:00:00,25.84,75.53,51,Karotten,1,135,14,20,5
2024-05-14 11:00:00,26.3,66.17,10,Pastinaken,2,135,14,20,5
2024-05-14 11:00:00,26.03,76.14,75,Nutzhanf,3,135,14,20,5
2024-05-14 11:00:00,21.69,73.7,41,Kartoffeln,4,135,14,20,5
2024-05-14 11:00:00,26.02,74.22,48,Karotten,5,135,14,20,5
2024-05-14 12:00:00,23.73,63.84,48,Karotten,1,135,14,20,5
2024-05-14 12:00:00,20.47,66.29,31,Pastinaken,2,135,14,20,5
2024-05-14 12:00:00,28.89,71.46,91,Nutzhanf,3,135,14,20,5
2024-05-14 12:00:00,22.95,79.94,10,Kartoffeln,4,135,14,20,5
2024-05-14 12:00:00,26.15,70.78,65,Karotten,5,135,14,20,5
2024-05-14 13:00:00,27.44,67.65,27,Karotten,1,135,14,20,5
2024-05-14 13:00:00,25.87,70.98,63,Pastinaken,2,135,14,20,5
2024-05-14 13:00:00,24.54,74.2,62,Nutzhanf,3,135,14,20,5
2024-05-14 13:00:00,22.6,71.55,45,Kartoffeln,4,135,14,20,5
2024-05-14 13:00:00,21.79,73.53,38,Karotten,5,135,14,20,5
2024-05-14 14:00:00,25.27,70.33,22,Karotten,1,135,14,20,5
2024-05-14 14:00:00,22.45,68.27,34,Pastinaken,2,135,14,20,5
2024-05-14 14:00:00,27.24,70.42,83,Nutzhanf,3,135,14,20,5
2024-05-14 14:00:00,24.4,64.62,80,Kartoffeln,4,135,14,20,5
2024-05-14 14:00:00,20.45,72.02,32,Karotten,5,135,14,20,5
2024-05-14 15:00:00,24.29,79.06,74,Karotten,1,135,14,20,5
2024-05-14 15:00:00,24.76,65.01,63,Pastinaken,2,135,14,20,5
2024-05-14 15:00:00,26.58,70.12,71,Nutzhanf,3,135,14,20,5
2024-05-14 15:00:00,22.57,70.46,53,Kartoffeln,4,135,14,20,5
2024-05-14 15:00:00,25.75,66.31,37,Karotten,5,135,14,20,5
2024-05-14 16:00:00,28.08,66.89,41,Karotten,1,135,14,20,5
2024-05-14 16:00:00,23.33,70.06,49,Pastinaken,2,135,14,20,5
2024-05-14 16:00:00,22.98,78.88,73,Nutzhanf,3,135,14,20,5
2024-05-14 16:00:00,27.56,65.99,35,Kartoffeln,4,135,14,20,5
2024-05-14 16:00:00,23.82,61.22,11,Karotten,5,135,14,20,5
2024-05-14 17:00:00,24.84,66.03,28,Karotten,1,135,14,20,5
2024-05-14 17:00:00,24.61,65.29,52,Pastinaken,2,135,14,20,5
2024-05-14 17:00:00,27.7,63.56,80,Nutzhanf,3,135,14,20,5
2024-05-14 17:00:00,25.35,64.99,38,Kartoffeln,4,135,14,20,5
2024-05-14 17:00:00,21.58,80.46,33,Karotten,5,135,14,20,5
2024-05-14 18:00:00,24.35,70.26,40,Karotten,1,135,14,20,5
2024-05-14 18:00:00,23.31,63.58,37,Pastinaken,2,135,14,20,5
2024-05-14 18:00:00,22.95,67.11,82,Nutzhanf,3,135,14,20,5
2024-05-14 18:00:00,24.4,68.2,56,Kartoffeln,4,135,14,20,5
2024-05-14 18:00:00,24.78,56.31,80,Karotten,5,135,14,20,5
2024-05-14 19:00:00,23.48,66.6,46,Karotten,1,135,14,20,5
2024-05-14 19:00:00,26.41,61.45,64,Pastinaken,2,135,14,20,5
2024-05-14 19:00:00,22.41,68.52,79,Nutzhanf,3,135,14,20,5
2024-05-14 19:00:00,23.95,60.58,10,Kartoffeln,4,135,14,20,5
2024-05-14 19:00:00,23.73,63.46,64,Karotten,5,135,14,20,5
2024-05-14 20:00:00,24.54,75.68,72,Karotten,1,135,14,20,5
2024-05-14 20:00:00,21.36,68.6,42,Pastinaken,2,135,14,20,5
2024-05-14 20:00:00,22.33,55.98,50,Nutzhanf,3,135,14,20,5
2024-05-14 20:00:00,24.0,76.09,38,Kartoffeln,4,135,14,20,5
2024-05-14 20:00:00,22.41,70.75,10,Karotten,5,135,14,20,5
2024-05-14 21:00:00,27.37,68.96,32,Karotten,1,135,14,20,5
2024-05-14 21:00:00,22.15,74.2,10,Pastinaken,2,135,14,20,5
2024-05-14 21:00:00,23.95,72.11,72,Nutzhanf,3,135,14,20,5
2024-05-14 21:00:00,25.16,66.25,34,Kartoffeln,4,135,14,20,5
2024-05-14 21:00:00,23.89,72.45,17,Karotten,5,135,14,20,5
2024-05-14 22:00:00,24.2,64.26,21,Karotten,1,135,14,20,5
2024-05-14 22:00:00,24.6,66.01,10,Pastinaken,2,135,14,20,5
2024-05-14 22:00:00,25.88,67.89,50,Nutzhanf,3,135,14,20,5
2024-05-14 22:00:00,25.97,67.05,62,Kartoffeln,4,135,14,20,5
2024-05-14 22:00:00,24.98,73.16,20,Karotten,5,135,14,20,5
2024-05-14 23:00:00,23.4,68.95,15,Karotten,1,135,14,20,5
2024-05-14 23:00:00,25.47,77.98,74,Pastinaken,2,135,14,20,5
2024-05-14 23:00:00,24.35,71.5,70,Nutzhanf,3,135,14,20,5
2024-05-14 23:00:00,23.54,66.6,41,Kartoffeln,4,135,14,20,5
2024-05-14 23:00:00,22.5,73.64,33,Karotten,5,135,14,20,5
2024-05-15 00:00:00,19.86,69.81,73,Karotten,1,136,15,20,5
2024-05-15 00:00:00,28.34,75.88,27,Pastinaken,2,136,15,20,5
2024-05-15 00:00:00,21.37,72.45,68,Nutzhanf,3,136,15,20,5
2024-05-15 00:00:00,24.92,76.8,51,Kartoffeln,4,136,15,20,5
2024-05-15 00:00:00,23.45,64.56,36,Karotten,5,136,15,20,5
2024-05-15 01:00:00,24.85,68.08,10,Karotten,1,136,15,20,5
2024-05-15 01:00:00,20.15,78.12,22,Pastinaken,2,136,15,20,5
2024-05-15 01:00:00,23.77,78.58,60,Nutzhanf,3,136,15,20,5
2024-05-15 01:00:00,25.32,64.89,15,Kartoffeln,4,136,15,20,5
2024-05-15 01:00:00,24.7,70.07,26,Karotten,5,136,15,20,5
2024-05-15 02:00:00,23.54,59.06,27,Karotten,1,136,15,20,5
2024-05-15 02:00:00,27.37,64.26,39,Pastinaken,2,136,15,20,5
2024-05-15 02:00:00,22.16,67.67,63,Nutzhanf,3,136,15,20,5
2024-05-15 02:00:00,26.22,66.46,70,Kartoffeln,4,136,15,20,5
2024-05-15 02:00:00,28.65,71.31,80,Karotten,5,136,15,20,5
2024-05-15 03:00:00,26.35,66.84,50,Karotten,1,136,15,20,5
2024-05-15 03:00:00,24.92,68.11,51,Pastinaken,2,136,15,20,5
2024-05-15 03:00:00,23.75,62.89,100,Nutzhanf,3,136,15,20,5
2024-05-15 03:00:00,25.72,73.22,10,Kartoffeln,4,136,15,20,5
2024-05-15 03:00:00,23.67,75.81,80,Karotten,5,136,15,20,5
2024-05-15 04:00:00,25.21,66.85,29,Karotten,1,136,15,20,5
2024-05-15 04:00:00,22.84,70.29,37,Pastinaken,2,136,15,20,5
2024-05-15 04:00:00,24.63,68.44,70,Nutzhanf,3,136,15,20,5
2024-05-15 04:00:00,22.11,74.07,40,Kartoffeln,4,136,15,20,5
2024-05-15 04:00:00,24.78,66.43,44,Karotten,5,136,15,20,5
2024-05-15 05:00:00,25.18,61.18,58,Karotten,1,136,15,20,5
2024-05-15 05:00:00,22.17,74.37,53,Pastinaken,2,136,15,20,5
2024-05-15 05:00:00,24.98,74.9,50,Nutzhanf,3,136,15,20,5
2024-05-15 05:00:00,28.61,72.71,37,Kartoffeln,4,136,15,20,5
2024-05-15 05:00:00,26.05,75.22,47,Karotten,5,136,15,20,5
2024-05-15 06:00:00,22.18,63.78,71,Karotten,1,136,15,20,5
2024-05-15 06:00:00,26.71,64.99,10,Pastinaken,2,136,15,20,5
2024-05-15 06:00:00,24.98,70.91,66,Nutzhanf,3,136,15,20,5
2024-05-15 06:00:00,23.87,70.03,48,Kartoffeln,4,136,15,20,5
2024-05-15 06:00:00,23.76,73.06,42,Karotten,5,136,15,20,5
2024-05-15 07:00:00,15.97,55.73,31,Karotten,1,136,15,20,5
2024-05-15 07:00:00,25.46,72.24,10,Pastinaken,2,136,15,20,5
2024-05-15 07:00:00,25.34,69.56,91,Nutzhanf,3,136,15,20,5
2024-05-15 07:00:00,18.53,66.41,32,Kartoffeln,4,136,15,20,5
2024-05-15 07:00:00,26.41,72.43,64,Karotten,5,136,15,20,5
2024-05-15 08:00:00,16.73,72.61,46,Karotten,1,136,15,20,5
2024-05-15 08:00:00,26.36,60.54,19,Pastinaken,2,136,15,20,5
2024-05-15 08:00:00,24.86,65.88,79,Nutzhanf,3,136,15,20,5
2024-05-15 08:00:00,21.65,66.52,36,Kartoffeln,4,136,15,20,5
2024-05-15 08:00:00,24.65,69.78,10,Karotten,5,136,15,20,5
